just_the_facts,gave_away_ground_truth,conversation_id,participant_id,condition,imageid,headline,phase,week,asked_broad_questions,asked_guiding_questions,probed_deeper_over_multiple_messages,changed_focus_every_question,ask_for_source_checking,cross_verification_prompting,image_forensics_questions,contextual_consistency_checks,counterfactual_generation,ask_for_alternative_explanations,logic_plausibility_checks,scale_scope_reflection,spot_emotional_triggers,bias_awareness_reflection,framing_analysis,recall_prior_knowledge,fact_comparison,historical_analogies,devils_advocate_roleplay,evidence_ranking,step_by_step_reasoning,confidence_calibration,uncertainty_tolerance,reflect_on_process
1,0,6797d5ada6654ec99f741b08_7,6797d5ada6654ec99f741b08,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,66cb2e0bd2169db778550269_7,66cb2e0bd2169db778550269,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
0,0,66cb2e0bd2169db778550269_1,66cb2e0bd2169db778550269,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
1,0,66cb2e0bd2169db778550269_4,66cb2e0bd2169db778550269,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,66cb2e0bd2169db778550269_0,66cb2e0bd2169db778550269,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,5caccbc4976d010014b9cd9d_6,5caccbc4976d010014b9cd9d,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,5caccbc4976d010014b9cd9d_5,5caccbc4976d010014b9cd9d,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,1,5caccbc4976d010014b9cd9d_2,5caccbc4976d010014b9cd9d,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1
1,0,5caccbc4976d010014b9cd9d_1,5caccbc4976d010014b9cd9d,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1,0,56b43607c54e3c000d3c9b0b_7,56b43607c54e3c000d3c9b0b,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,56b43607c54e3c000d3c9b0b_6,56b43607c54e3c000d3c9b0b,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,56b43607c54e3c000d3c9b0b_2,56b43607c54e3c000d3c9b0b,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,56b43607c54e3c000d3c9b0b_3,56b43607c54e3c000d3c9b0b,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,664921b8a4c8fcf533571f7a_1,664921b8a4c8fcf533571f7a,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
0,0,664921b8a4c8fcf533571f7a_0,664921b8a4c8fcf533571f7a,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,664921b8a4c8fcf533571f7a_7,664921b8a4c8fcf533571f7a,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,1,664921b8a4c8fcf533571f7a_5,664921b8a4c8fcf533571f7a,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,65c18c789a79785086046517_6,65c18c789a79785086046517,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,65c18c789a79785086046517_1,65c18c789a79785086046517,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0
1,0,65c18c789a79785086046517_2,65c18c789a79785086046517,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1
1,0,65c18c789a79785086046517_4,65c18c789a79785086046517,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,651865050634b0ca55fc0d0d_2,651865050634b0ca55fc0d0d,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,651865050634b0ca55fc0d0d_0,651865050634b0ca55fc0d0d,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
1,0,651865050634b0ca55fc0d0d_6,651865050634b0ca55fc0d0d,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,651865050634b0ca55fc0d0d_4,651865050634b0ca55fc0d0d,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,1,6604610e7a4c3d8b8aa2309f_3,6604610e7a4c3d8b8aa2309f,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,1,6604610e7a4c3d8b8aa2309f_5,6604610e7a4c3d8b8aa2309f,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,6604610e7a4c3d8b8aa2309f_4,6604610e7a4c3d8b8aa2309f,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,6604610e7a4c3d8b8aa2309f_1,6604610e7a4c3d8b8aa2309f,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
1,0,67e711daa771e0a8ad8c36f6_7,67e711daa771e0a8ad8c36f6,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,67e711daa771e0a8ad8c36f6_3,67e711daa771e0a8ad8c36f6,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,67e711daa771e0a8ad8c36f6_5,67e711daa771e0a8ad8c36f6,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,2,67e711daa771e0a8ad8c36f6_0,67e711daa771e0a8ad8c36f6,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,601fd27860b197531ca7bdcc_7,601fd27860b197531ca7bdcc,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
0,0,601fd27860b197531ca7bdcc_1,601fd27860b197531ca7bdcc,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
0,1,601fd27860b197531ca7bdcc_2,601fd27860b197531ca7bdcc,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,601fd27860b197531ca7bdcc_5,601fd27860b197531ca7bdcc,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,5e916cb9e502b1498e8fc059_1,5e916cb9e502b1498e8fc059,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0
1,0,5e916cb9e502b1498e8fc059_0,5e916cb9e502b1498e8fc059,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,5e916cb9e502b1498e8fc059_7,5e916cb9e502b1498e8fc059,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,5e916cb9e502b1498e8fc059_5,5e916cb9e502b1498e8fc059,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,65fb580ab7fbb2d518ee8eaa_6,65fb580ab7fbb2d518ee8eaa,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,65fb580ab7fbb2d518ee8eaa_4,65fb580ab7fbb2d518ee8eaa,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,1,65fb580ab7fbb2d518ee8eaa_2,65fb580ab7fbb2d518ee8eaa,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
1,0,65fb580ab7fbb2d518ee8eaa_0,65fb580ab7fbb2d518ee8eaa,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,1,668f8d7343028ae0faa7a907_2,668f8d7343028ae0faa7a907,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,668f8d7343028ae0faa7a907_6,668f8d7343028ae0faa7a907,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,668f8d7343028ae0faa7a907_0,668f8d7343028ae0faa7a907,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1,0,668f8d7343028ae0faa7a907_5,668f8d7343028ae0faa7a907,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,0,666c7b666fa83d9dad4c6451_2,666c7b666fa83d9dad4c6451,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,666c7b666fa83d9dad4c6451_5,666c7b666fa83d9dad4c6451,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,666c7b666fa83d9dad4c6451_3,666c7b666fa83d9dad4c6451,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,666c7b666fa83d9dad4c6451_4,666c7b666fa83d9dad4c6451,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1,0,673ccb0691efe91cd015dcf7_4,673ccb0691efe91cd015dcf7,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,673ccb0691efe91cd015dcf7_6,673ccb0691efe91cd015dcf7,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,673ccb0691efe91cd015dcf7_1,673ccb0691efe91cd015dcf7,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,673ccb0691efe91cd015dcf7_3,673ccb0691efe91cd015dcf7,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,65624dbc33b93e2696f06d1f_0,65624dbc33b93e2696f06d1f,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,65624dbc33b93e2696f06d1f_6,65624dbc33b93e2696f06d1f,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,65624dbc33b93e2696f06d1f_1,65624dbc33b93e2696f06d1f,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1,0,65624dbc33b93e2696f06d1f_5,65624dbc33b93e2696f06d1f,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,67dac9fec33b7784afd3d08b_5,67dac9fec33b7784afd3d08b,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
0,0,67dac9fec33b7784afd3d08b_1,67dac9fec33b7784afd3d08b,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,67dac9fec33b7784afd3d08b_3,67dac9fec33b7784afd3d08b,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,67dac9fec33b7784afd3d08b_7,67dac9fec33b7784afd3d08b,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,66b5172c8f0bd3b23ce66c22_6,66b5172c8f0bd3b23ce66c22,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,66b5172c8f0bd3b23ce66c22_5,66b5172c8f0bd3b23ce66c22,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
0,0,66b5172c8f0bd3b23ce66c22_3,66b5172c8f0bd3b23ce66c22,Persuasive,3,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1
1,1,66b5172c8f0bd3b23ce66c22_2,66b5172c8f0bd3b23ce66c22,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,0,5e06ecd524f9390991997bb7_0,5e06ecd524f9390991997bb7,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,5e06ecd524f9390991997bb7_1,5e06ecd524f9390991997bb7,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1,0,5e06ecd524f9390991997bb7_7,5e06ecd524f9390991997bb7,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,5e06ecd524f9390991997bb7_4,5e06ecd524f9390991997bb7,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,560379c9e372c00011bd4a90_5,560379c9e372c00011bd4a90,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,560379c9e372c00011bd4a90_4,560379c9e372c00011bd4a90,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,560379c9e372c00011bd4a90_0,560379c9e372c00011bd4a90,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1
1,0,560379c9e372c00011bd4a90_2,560379c9e372c00011bd4a90,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,67f3147d939ee392b2741fb5_4,67f3147d939ee392b2741fb5,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,67f3147d939ee392b2741fb5_7,67f3147d939ee392b2741fb5,Persuasive,7,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,1,67f3147d939ee392b2741fb5_0,67f3147d939ee392b2741fb5,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
0,0,67f3147d939ee392b2741fb5_1,67f3147d939ee392b2741fb5,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,6792f9facbb387400c5b6119_6,6792f9facbb387400c5b6119,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
1,1,6792f9facbb387400c5b6119_2,6792f9facbb387400c5b6119,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1,0,6792f9facbb387400c5b6119_4,6792f9facbb387400c5b6119,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,6792f9facbb387400c5b6119_1,6792f9facbb387400c5b6119,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,0,640415971520c41606ca4389_4,640415971520c41606ca4389,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0,0,640415971520c41606ca4389_1,640415971520c41606ca4389,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,640415971520c41606ca4389_5,640415971520c41606ca4389,Persuasive,5,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,3,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,1,640415971520c41606ca4389_0,640415971520c41606ca4389,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,0,6287f4819c5fc8c4d48cc885_1,6287f4819c5fc8c4d48cc885,Persuasive,1,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",3,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
1,2,6287f4819c5fc8c4d48cc885_2,6287f4819c5fc8c4d48cc885,Persuasive,2,Bangkok residents wave flags in celebration of a new government on Wednesday.,3,4,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0
1,0,6287f4819c5fc8c4d48cc885_4,6287f4819c5fc8c4d48cc885,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
1,0,6287f4819c5fc8c4d48cc885_6,6287f4819c5fc8c4d48cc885,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,0,5d20189bb34728001a230962_0,5d20189bb34728001a230962,Persuasive,0,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,0,5d20189bb34728001a230962_6,5d20189bb34728001a230962,Persuasive,6,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
1,0,5d20189bb34728001a230962_4,5d20189bb34728001a230962,Persuasive,4,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",3,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
